,id,qty,lb
0,P0001-GZA1_T0015,694406.761353685,inf
1,P0001-GZA2_T0015,568749.5670320578,inf
2,P0001-GZB1_T0015,558019.7893363561,inf
3,P0001-GZC1_T0015,81827.07555130558,inf
4,P0001-GZC2_T0015,120355.75066303882,inf
5,P0001-GZC3_T0015,92685.381323311,inf
6,P0002-FZA1_T0040,394323.21853138,inf
7,P0002-FZB1_T0040,167021.82014223436,inf
8,P0003-NNA1_T0001,563612.8341354609,inf
9,P0003-NNB1_T0001,477728.24297176587,inf
10,P0003-NNB2_T0001,405036.8363236703,inf
11,P0003-NNC1_T0001,50009.13216674592,inf
12,P0004-HNA1_T0028,100853.62748560664,inf
13,P0005-ZZA1_T0026,6.905343432090009,inf
14,P0005-ZZB1_T0026,157633.47138387902,inf
15,P0005-ZZC2_T0026,556.128245430829,inf
16,P0006-ZJA1_T0003,19946.350393875495,inf
17,P0006-ZJB1_T0003,214950.95061294694,inf
18,P0007-HZA1_T0030,1055.810885844303,inf
19,P0007-HZA2_T0030,702586.9395845119,inf
20,P0008-GLA1_T0014,16994.22839322438,inf
21,P0008-GLB1_T0014,2787.418073211048,inf
22,T0001_C00120849,371.98597096036576,337.94890242322595
23,T0001_C00120936,679.3288551440818,390.68082429475663
24,T0001_C00121225,419.5484134610876,310.18762451916217
25,T0001_C00121510,474.23769681992604,382.23901460937384
26,T0001_C00121647,398.2219709468232,314.81298288073776
27,T0001_C00121759,792.9225968556269,322.76799938767084
28,T0001_C00121944,963.4317487564709,402.0157523406963
29,T0001_C00121996,371.3999885198992,385.33278788348406
30,T0001_C00122057,644.8318809737466,310.91058163265217
31,T0001_C00122129,1718.950119751007,360.7979239047197
32,T0001_C00122365,268.80768565275895,328.63800879998905
33,T0001_C00123522,143.74480359138593,406.803656137463
34,T0001_C00123562,79.41446184354781,431.2179752602567
35,T0001_C00123620,126.00501324881053,316.01699909905636
36,T0001_C00123663,43.24965684125135,354.73739413294277
37,T0001_C00123744,218.4405845909376,430.86477935181426
38,T0001_C00123864,3482.306993042379,335.45702402292306
39,T0001_C00123928,704.0161846075996,384.5883913618073
40,T0001_C00124056,4248.758406044167,367.98589998354
41,T0001_C00124115,268.7014940387231,414.0851515151085
42,T0001_C00124332,520.4625937346352,326.35947948197725
43,T0001_C00124962,970.1691152579641,351.0391204271719
44,T0001_C00245458,160.24802509784166,321.45391156313576
45,T0001_C00246678,1626.495640159737,400.4109209970994
46,T0001_C00246732,25.63074102280436,313.2380310043911
47,T0001_C00246784,541.866417929179,329.14462278195094
48,T0001_C00246836,168.02021373596327,340.40770429197954
49,T0001_C00246894,30.47175609053999,382.0165868016991
50,T0001_C00246942,533.669605389481,444.4647116554393
51,T0001_C00246995,530.9527791147594,335.04396927719506
52,T0001_C00247046,441.9417803788896,333.63187059371717
53,T0001_C00247072,40.05279523520499,323.0241955467559
54,T0001_C00247123,324.1750222337921,310.1398340405365
55,T0001_C00247187,824.1851041038549,327.0119093127023
56,T0001_C00247226,79.10519482861685,333.72109108631946
57,T0001_C00247284,1464.1563526690086,305.0732596565683
58,T0001_C00247328,69.1105367923416,400.32820596319146
59,T0001_C00247548,666.8803383289999,333.9021621399925
60,T0001_C00247624,254.84436038177103,436.8384126477929
61,T0001_C00247718,406.52038217228215,356.0917634364294
62,T0001_C00247785,230.8583560198436,424.39765417819825
63,T0001_C00247838,1308.3330653966282,311.95801766343294
64,T0001_C00247892,132.69720921242106,425.72235483315
65,T0001_C00247942,38.361912364878414,352.46733204015476
66,T0001_C00247989,166.15604521878547,314.77786138755397
67,T0001_C00248057,763.9537068013942,406.5098835094596
68,T0001_C00248116,3454.5043456766057,412.2076998189281
69,T0001_C00248166,128.48933004880934,413.77159583973054
70,T0001_C00248218,134.7457746685935,393.27680534264675
71,T0001_C00248255,88.34000711456845,306.27129286818445
