,id,qty,lb
0,P0001-GZA1_T0015,694406.7614,108994.31220353748
1,P0001-GZA2_T0015,568749.567,380813.58222898905
2,P0001-GZB1_T0015,558019.7893,430509.2043869573
3,P0001-GZC1_T0015,81827.07555,51913.27036662371
4,P0001-GZC2_T0015,120355.7507,33646.049887931695
5,P0001-GZC3_T0015,92685.38132,50645.39191190842
6,P0002-FZA1_T0040,394323.2185,4443.723325904754
7,P0002-FZB1_T0040,167021.8201,4938.891202587446
8,P0003-NNA1_T0001,563612.8341,259700.3326762044
9,P0003-NNB1_T0001,477728.243,42699.228728443966
10,P0003-NNB2_T0001,405036.8363,267268.75832247164
11,P0003-NNC1_T0001,50009.13217,36300.33931012178
12,P0004-HNA1_T0028,100853.6275,97053.47513443253
13,P0005-ZZA1_T0026,6.905343432,3.968039424398563
14,P0005-ZZB1_T0026,157633.4714,139604.1298718356
15,P0005-ZZC2_T0026,556.1282454,478.5577129834575
16,P0006-ZJA1_T0003,19946.35039,4427.7284703518
17,P0006-ZJB1_T0003,214950.9506,108237.39561256433
18,P0007-HZA1_T0030,1055.810886,809.1581121726745
19,P0007-HZA2_T0030,702586.9396,427241.2770613589
20,P0008-GLA1_T0014,16994.22839,14958.860979416062
21,P0008-GLB1_T0014,2787.418073,2101.887809612845
22,T0001_C00120849,371.985971,283.0524227909906
23,T0001_C00120936,679.3288551,504.45175157904424
24,T0001_C00121225,419.5484135,379.4941705964118
25,T0001_C00121510,474.2376968,259.9685860898874
26,T0001_C00121647,398.2219709,223.8865289617511
27,T0001_C00121759,792.9225969,614.3642612918317
28,T0001_C00121944,963.4317488,746.588239496292
29,T0001_C00121996,371.3999885,284.6428129610193
30,T0001_C00122057,644.831881,402.6745459092322
31,T0001_C00122129,1718.95012,1493.3778425999833
32,T0001_C00122365,268.8076857,261.7774841212676
33,T0001_C00123522,143.7448036,140.32147882053846
34,T0001_C00123562,79.41446184,75.26599908696055
35,T0001_C00123620,126.0050132,117.47912269251384
36,T0001_C00123663,43.24965684,34.151130745773585
37,T0001_C00123744,218.4405846,156.69923127904858
38,T0001_C00123864,3482.306993,3415.882255108559
39,T0001_C00123928,704.0161846,668.524821617058
40,T0001_C00124056,4248.758406,3610.057470215337
41,T0001_C00124115,268.701494,186.32336420805996
42,T0001_C00124332,520.4625937,324.9988718800899
43,T0001_C00124962,970.1691153,519.202578959682
44,T0001_C00245458,160.2480251,127.71584790310101
45,T0001_C00246678,1626.49564,1533.677881521261
46,T0001_C00246732,25.63074102,21.326258152209032
47,T0001_C00246784,541.8664179,533.1015204594942
48,T0001_C00246836,168.0202137,102.00649311628663
49,T0001_C00246894,30.47175609,25.315815336448036
50,T0001_C00246942,533.6696054,359.21452862848093
51,T0001_C00246995,530.9527791,344.1317954853286
52,T0001_C00247046,441.9417804,283.6968498787538
53,T0001_C00247072,40.05279524,36.306485458269805
54,T0001_C00247123,324.1750222,313.31020032801706
55,T0001_C00247187,824.1851041,546.4383246896285
56,T0001_C00247226,79.10519483,78.7044336731639
57,T0001_C00247284,1464.156353,969.8959808872959
58,T0001_C00247328,69.11053679,51.64865665233417
59,T0001_C00247548,666.8803383,544.4733531418244
60,T0001_C00247624,254.8443604,141.43884527097168
61,T0001_C00247718,406.5203822,251.79421484623822
62,T0001_C00247785,230.858356,134.80151425197394
63,T0001_C00247838,1308.333065,1297.4393893812614
64,T0001_C00247892,132.6972092,87.95779149531337
65,T0001_C00247942,38.36191236,23.43236574689399
66,T0001_C00247989,166.1560452,159.90878158622098
67,T0001_C00248057,763.9537068,383.92958449208953
68,T0001_C00248116,3454.504346,2091.5037668193645
69,T0001_C00248166,128.48933,93.2820857710494
70,T0001_C00248218,134.7457747,116.91124021617762
71,T0001_C00248255,88.34000711,83.18312959282142
72,T0001_C00370478,215.6343012,123.32328826024576
73,T0001_C00370543,907.8978015,826.9780152415004
74,T0001_C00370617,631.0560176,366.891710588439
75,T0001_C00370667,355.2206288,268.23956143742
76,T0001_C00370733,756.905926,637.8829636539765
77,T0001_C00370793,421.6114743,243.3161980718123
78,T0001_C00370837,303.2407807,175.70455150636099
79,T0001_C00370884,6.857625306,4.566971473372525
80,T0001_C00370931,24.98667417,17.0518897405094
81,T0001_C00371050,1.505382601,1.2854108463939353
82,T0001_C00371133,121.3550495,99.69652131676337
83,T0001_C00371191,11.35030947,9.346926464382786
84,T0001_C00371258,483.6223333,252.8264806193232
85,T0001_C00371354,4669.735904,3677.800639655172
86,T0001_C00371407,2635.441041,1615.1737429979776
87,T0001_C00371447,1519.496214,1138.0278385539423
88,T0001_C00371503,3531.826184,3522.975178923755
89,T0001_C00371562,17992.696,11633.139482734592
90,T0001_C00371650,45084.00449,26702.152898279935
91,T0001_C00371709,37557.35611,23157.302749086557
92,T0001_C00371764,14112.46051,10836.465715040464
93,T0001_C00371829,50363.82539,30737.304065730797
94,T0001_C00371953,80316.14027,61057.76047705528
95,T0001_C00372046,11363.95508,6197.672060450784
96,T0001_C00372154,75358.73557,44976.259374322086
97,T0001_C00372244,9277.569509,7607.3318316523455
98,T0001_C00372296,22793.08101,11561.152983878192
99,T0001_C00372403,23451.20252,12191.8432436647
100,T0001_C00372459,20797.62556,19875.57876968338
101,T0001_C00372504,3124.90253,2981.1431224352345
102,T0001_C00372553,14479.37211,10528.432741376697
103,T0001_C00372598,9877.838286,6784.32022553775
104,T0001_C00372642,15141.79174,13420.954616693343
105,T0001_C00372702,20171.48613,14180.697243022712
106,T0001_C00372770,15943.96552,8734.849966050839
107,T0001_C00372816,4573.784894,3388.5445152709717
108,T0001_C00372863,6055.468029,5779.968300131913
109,T0001_C00372918,16022.95907,11098.458026072512
110,T0001_C00372965,3500.76407,2901.1986658339356
111,T0001_C00373017,8433.538436,5913.807867367984
112,T0001_C00373063,7616.401765,6304.6553562919935
113,T0001_C00373106,6020.437392,5512.436783877068
114,T0001_C00373148,2210.24915,1949.7216412771634
115,T0001_C00373199,5817.286611,3217.0467027150376
116,T0001_C00373250,2785.54631,2148.019174183818
117,T0001_C00373315,29868.64951,26487.73867260932
118,T0001_C00373379,31377.15644,18435.502903095407
119,T0001_C00373429,4101.710293,2829.1660260408958
120,T0001_C00373482,17974.38328,13246.933565170124
121,T0001_C00373531,5583.602535,4759.781312342952
122,T0001_C00373585,8072.520449,5850.7067889800555
123,T0001_C00373649,11608.13553,11131.055303215118
124,T0001_C00373703,4263.976448,3962.5352126379803
125,T0001_C00373784,10303.06206,7749.613146833297
126,T0001_C00373888,4671.411366,4139.747625862633
127,T0001_C00373940,2704.959857,2086.6474168707427
128,T0001_C00373992,1586.902152,1353.7825141633812
129,T0001_C00374073,11404.07631,6931.971373271004
130,T0001_C00374124,4226.879793,3642.9714114105996
131,T0001_C00374174,637.2385208,494.3585142954561
132,T0001_C00374226,2874.646956,1759.470470271126
133,T0001_C00374415,5621.580885,5024.109760331963
134,T0001_C00374464,4872.49545,3860.419716897897
135,T0001_C00374527,3682.007527,2007.59564719016
136,T0001_C00374574,721.4397622,463.5776101347606
137,T0001_C00374629,3986.590751,3403.8105744751156
138,T0001_C00374707,3148.962639,1792.6857254159697
139,T0001_C00374750,798.3912376,646.086878196536
140,T0001_C00374807,13899.82312,12103.050210794368
141,T0001_C00374854,6940.041728,6758.933869577681
142,T0001_C00374903,51.95440568,43.9585106993014
143,T0001_C00374952,1366.545089,798.8097964175914
144,T0001_C00375004,13542.23496,10285.337226726157
145,T0001_C00375047,4188.883581,2998.888358878194
146,T0001_C00375093,4398.07402,3006.5432393058063
147,T0001_C00493027,3650.293445,1913.5271520830672
148,T0001_C00493078,7847.41968,6689.728355217259
149,T0001_C00493134,17750.93368,10429.296984593226
150,T0001_C00493183,5538.200363,4858.243292988275
151,T0001_C00493239,10835.25202,7564.624117418835
152,T0001_C00493294,6449.231546,4379.237618942526
153,T0001_C00493346,3768.99007,2068.844681647402
154,T0001_C00493398,3230.407256,2054.305274639047
155,T0001_C00493453,16149.81564,14434.04620973747
156,T0001_C00493510,14153.65356,9417.173563950162
157,T0001_C00493558,2418.37385,1364.2027455568923
158,T0001_C00493610,3706.658406,2425.253556976461
159,T0001_C00493653,7752.719509,6252.859345983868
160,T0001_C00493702,759.8166628,546.2807337241047
161,T0001_C00493761,17395.67558,16139.356045194034
162,T0001_C00493811,4305.675484,2325.3927318289416
163,T0001_C00493858,9209.320414,4616.579164656497
164,T0001_C00493907,9500.180658,5477.556533805794
165,T0001_C00493970,41438.95635,23346.02597565459
166,T0001_C00494030,27721.68958,27637.610951893035
167,T0001_C00494081,10327.18766,10277.597952720133
168,T0001_C00494135,33757.87753,28217.32992071638
169,T0001_C00494188,22984.18576,19564.759787029063
170,T0001_C00494240,16902.79998,8876.42523531141
171,T0001_C00494288,7019.714325,5301.402426625603
172,T0001_C00494333,10280.98349,5822.203278303595
173,T0001_C00494383,14733.27515,12158.005937823178
174,T0001_C00494427,8355.730364,4320.630748601943
175,T0001_C00494480,22070.65078,19546.70506123351
176,T0001_C00494529,5626.348685,2831.1918581179575
177,T0001_C00494581,7752.304678,7004.5737751412325
178,T0001_C00494636,15127.56123,13497.676628323761
179,T0001_C00494687,3145.831119,3008.9657977257443
180,T0001_C00494733,2522.618439,1585.8909974085757
181,T0001_C00494783,8423.778025,6028.939669809725
182,T0001_C00494830,450.4386544,334.1646665245733
183,T0001_C00494886,2879.030812,2291.374360570656
184,T0001_C00494933,2205.497894,1519.4216166891329
185,T0001_C00494984,2902.906313,2112.7723270685588
186,T0001_C00495029,3235.979328,1998.3649224130327
187,T0001_C00495076,6144.443041,4166.007960001553
188,T0001_C00495128,12864.91597,6877.961605852216
189,T0001_C00495171,3905.725935,3324.2435888454684
190,T0001_C00495216,7297.070533,4692.8636284933345
191,T0001_C00495266,1996.26304,1759.7121677426376
192,T0001_C00495331,5060.929991,3302.9238257242077
193,T0001_C00495378,4404.742705,3976.0200578875033
194,T0001_T0014,71895.90006,69958.59014180645
195,T0001_T0019,11169.55991,7353.037274538209
196,T0001_T0022,162.7070055,135.66825308800549
197,T0001_T0024,79.01192471,68.47790790473599
198,T0001_T0026,14.02910781,9.28586760036374
199,T0001_T0028,464.2616682,308.2067477763806
200,T0001_T0029,1484.598774,833.1397190496222
201,T0001_T0039,42.42102502,28.77509783070431
202,T0001_T1001,232996.2196,222177.71462727853
203,T0001_T1004,67.90074392,36.37796108466354
204,T0002_C00123522,128.4760556,91.91642769065571
205,T0002_C00123620,219.0258127,216.44039373239923
206,T0002_C00123663,28.82721668,22.68926364733617
207,T0002_C00246784,11.90842988,8.544715276563934
208,T0002_C00246836,89.15437957,54.98593085046549
209,T0002_C00246942,331.9774532,184.00732955145824
210,T0002_C00246995,105.1240312,100.08548141204022
211,T0002_C00247046,450.1513412,250.24088333697148
212,T0002_C00247072,6.600909184,3.4180884347576392
213,T0002_C00247123,48.38085385,47.780889404705064
214,T0002_C00247187,59.45223726,41.65439150522373
215,T0002_C00247284,1734.12296,1280.7635172961716
216,T0002_C00247838,227.2217998,206.26779597005273
217,T0002_C00247942,77.33946242,63.80442461206493
218,T0002_C00247989,69.33376813,35.848432985261894
219,T0002_C00248116,425.0818358,418.3764367479355
220,T0002_C00248166,18.78827449,17.58655484423279
221,T0002_C00248255,88.90429545,79.52361046715556
222,T0002_C00370478,382.896813,310.6545251512444
223,T0002_C00370543,595.7590588,432.8147077637259
224,T0002_C00370617,681.7180238,553.1760939247545
225,T0002_C00370667,241.041237,123.73203009817101
226,T0002_C00371354,658.0396089,605.0036119631756
227,T0002_C00371407,916.4588424,551.332585529427
228,T0002_C00371447,8.981973284,6.143423958428693
229,T0002_C00371503,463.4477289,340.2348043109477
230,T0002_C00371562,126.8556504,89.92556126757592
231,T0002_C00371650,1297.13483,912.4118041571112
232,T0002_C00371709,57.60402011,29.205389797001196
233,T0002_C00371764,82.52088004,48.68211777102131
234,T0002_C00371829,230.7681801,194.55904557081746
235,T0002_C00371953,1655.656795,906.0714646937986
236,T0002_C00372046,178.8986669,113.66390566113688
237,T0002_C00372154,2478.732149,1464.4318029730348
238,T0002_C00372244,70.88040902,37.09741533488426
239,T0002_C00372296,115.6097458,74.51792045373753
240,T0002_C00372403,805.1974461,802.2233509591997
241,T0002_C00372459,116.7575703,92.13036994777711
242,T0002_C00372504,41.441458,35.65004364036242
243,T0002_C00372553,37.52878509,37.352742910533074
244,T0002_C00372598,27.63272234,15.7238569212883
